iter	Accuracy	Logloss
883	0.8318187047	0.3634835042
884	0.8320487749	0.3634244925
885	0.8319337398	0.3631286327
886	0.8318187047	0.3630531368
887	0.8315886345	0.362934459
888	0.8314735994	0.3628482195
889	0.8318187047	0.3628009495
890	0.8319337398	0.3626925431
891	0.83216381	0.3626172038
892	0.83216381	0.362528411
893	0.832278845	0.362470241
894	0.832278845	0.3623833475
895	0.832278845	0.3622880065
896	0.832278845	0.3621975028
897	0.832278845	0.3620920449
898	0.832278845	0.3620058323
899	0.8330840906	0.3618437007
900	0.8336592661	0.3617471443
901	0.8337743012	0.3616323269
902	0.8338893362	0.3614923798
903	0.8337743012	0.3614197127
904	0.8338893362	0.361304663
905	0.8336592661	0.361156506
906	0.8338893362	0.3610518066
907	0.8341194064	0.3608952614
908	0.8341194064	0.3608191475
909	0.8342344415	0.3607128419
910	0.8342344415	0.3606537212
911	0.8342344415	0.3605326566
912	0.8342344415	0.3603421218
913	0.8343494766	0.3602292335
914	0.8340043713	0.360163097
915	0.8342344415	0.3600588344
916	0.8341194064	0.3599727262
917	0.8338893362	0.359904583
918	0.8336592661	0.3598036192
919	0.8337743012	0.359694755
920	0.8341194064	0.3595523115
921	0.8344645117	0.3594649517
922	0.8345795468	0.3593876662
923	0.8345795468	0.3592898512
924	0.8348096169	0.3592168278
925	0.834924652	0.3590939692
926	0.8348096169	0.3590239344
927	0.8350396871	0.3589609569
928	0.8353847924	0.3588826526
929	0.8352697573	0.3588029506
930	0.8352697573	0.3587011003
931	0.8352697573	0.3586163537
932	0.8352697573	0.3585118089
933	0.8353847924	0.3583961291
934	0.8357298976	0.35827662
935	0.8356148625	0.3581508718
936	0.8358449327	0.3578900643
937	0.8359599678	0.3577742119
938	0.836190038	0.3576848349
939	0.836305073	0.3575502032
940	0.8360750029	0.3574125145
941	0.836190038	0.3573292221
942	0.836305073	0.3572443093
943	0.836305073	0.3571717511
944	0.8364201081	0.35706654
945	0.836305073	0.3569953718
946	0.836305073	0.356918003
947	0.8364201081	0.3568259359
948	0.836190038	0.3567438549
949	0.836305073	0.356676834
950	0.836305073	0.3565907146
951	0.836190038	0.3565075138
952	0.8364201081	0.3564058341
953	0.8365351432	0.356345216
954	0.8365351432	0.3562603592
955	0.8364201081	0.3561714721
956	0.8364201081	0.3560960338
957	0.8366501783	0.3560189795
958	0.8365351432	0.3559384716
959	0.8365351432	0.355812818
960	0.8365351432	0.3557333548
961	0.8367652134	0.3556756937
962	0.8368802485	0.3555665822
963	0.8368802485	0.3554637219
964	0.8366501783	0.3553341383
965	0.8367652134	0.3552430041
966	0.8364201081	0.3551629235
967	0.8365351432	0.3550777572
968	0.8366501783	0.355000894
969	0.8365351432	0.3548419149
970	0.8366501783	0.3547563736
971	0.8366501783	0.3546741665
972	0.8365351432	0.3546046409
973	0.8367652134	0.3545463864
974	0.8367652134	0.3544784133
975	0.8371103186	0.3543560092
976	0.8371103186	0.3542776971
977	0.8368802485	0.354161189
978	0.8366501783	0.3540880363
979	0.8366501783	0.3540344436
980	0.8367652134	0.3539620891
981	0.8366501783	0.353888127
982	0.8369952836	0.3538020911
983	0.8371103186	0.3537135598
984	0.8371103186	0.353595776
985	0.8369952836	0.3534992272
986	0.8369952836	0.3534590213
987	0.8369952836	0.3533915826
988	0.8373403888	0.3533200779
989	0.8376854941	0.3532227935
990	0.8379155642	0.3531550524
991	0.8380305993	0.35306907
992	0.8380305993	0.3529943141
993	0.8379155642	0.3529138925
994	0.8378005292	0.3528443857
995	0.8378005292	0.3527636619
996	0.837570459	0.3526995143
997	0.8378005292	0.3525894281
998	0.8382606695	0.3525051133
999	0.8383757046	0.3524414826
1000	0.8384907397	0.3523892052
1001	0.8384907397	0.3522773619
1002	0.8388358449	0.3521829154
1003	0.8387208098	0.3521052517
1004	0.83895088	0.3520192013
1005	0.8390659151	0.3519394684
1006	0.8390659151	0.3518312461
1007	0.8388358449	0.3517673668
1008	0.83895088	0.3517059535
1009	0.8392959853	0.3516364066
1010	0.8392959853	0.3515722953
1011	0.8392959853	0.3514864287
1012	0.8394110204	0.3513969166
1013	0.8392959853	0.3513410271
1014	0.8395260554	0.3512544916
1015	0.8395260554	0.3511740725
1016	0.8397561256	0.3510861057
1017	0.8397561256	0.3510116396
1018	0.8396410905	0.3508916705
1019	0.8397561256	0.3508256318
1020	0.8397561256	0.3507506714
1021	0.8396410905	0.3506738598
1022	0.8398711607	0.350584063
1023	0.8399861958	0.350522755
1024	0.8399861958	0.3504486542
1025	0.8399861958	0.3503748187
1026	0.8401012309	0.3503335129
1027	0.8399861958	0.3502565735
1028	0.8401012309	0.3501709362
1029	0.8405613712	0.3501068573
1030	0.8404463361	0.3500142299
1031	0.8407914414	0.3499275528
1032	0.840331301	0.3498445538
1033	0.8404463361	0.3497875917
1034	0.8401012309	0.3497114028
1035	0.8401012309	0.3496513307
1036	0.840216266	0.3495686386
1037	0.8404463361	0.3494492914
1038	0.8404463361	0.3492877885
1039	0.8404463361	0.3492255361
1040	0.8406764063	0.349132156
1041	0.8406764063	0.3490521448
1042	0.8411365466	0.348966793
1043	0.8413666168	0.3489101873
1044	0.8413666168	0.3488056954
1045	0.8414816519	0.3487214449
1046	0.841596687	0.3486663479
1047	0.841596687	0.3485955254
1048	0.8419417922	0.3485070026
1049	0.8417117221	0.3484576591
1050	0.8419417922	0.3483721331
1051	0.8419417922	0.3483202557
1052	0.8418267572	0.3482626888
1053	0.8418267572	0.3481888657
1054	0.8418267572	0.3481094382
1055	0.8420568273	0.3480379775
1056	0.8422868975	0.3479628388
1057	0.8425169677	0.3479032374
1058	0.8422868975	0.3477950245
1059	0.8424019326	0.3476534788
1060	0.8422868975	0.3475754135
1061	0.8426320028	0.3475257231
1062	0.8424019326	0.3474351969
1063	0.8422868975	0.3473590909
1064	0.8421718624	0.3473076359
1065	0.8421718624	0.3472381931
1066	0.8424019326	0.3471797121
1067	0.8425169677	0.3470674404
1068	0.8425169677	0.3470158588
1069	0.8425169677	0.3469414646
1070	0.8425169677	0.3468846389
1071	0.8425169677	0.3468107922
1072	0.8427470378	0.3467380999
1073	0.8426320028	0.3466508859
1074	0.8426320028	0.3465971871
1075	0.8427470378	0.3465101543
1076	0.8427470378	0.3464058015
1077	0.8426320028	0.3463532538
1078	0.8428620729	0.3462984249
1079	0.842977108	0.3462492719
1080	0.842977108	0.34619381
1081	0.842977108	0.3460974785
1082	0.842977108	0.3460078889
1083	0.8432071782	0.3459530895
1084	0.8430921431	0.3458780839
1085	0.8432071782	0.3458040537
1086	0.8433222133	0.3457539503
1087	0.8434372484	0.3457027192
1088	0.8433222133	0.3456538655
1089	0.8432071782	0.3455957133
1090	0.8432071782	0.345503731
1091	0.8432071782	0.3454384173
1092	0.8434372484	0.3453872385
1093	0.8435522834	0.3453347305
1094	0.8434372484	0.3452604634
1095	0.8436673185	0.3452139528
1096	0.8435522834	0.3451290291
1097	0.8438973887	0.3450538608
1098	0.8440124238	0.3450084825
1099	0.8440124238	0.3449402447
1100	0.8441274589	0.3448838965
1101	0.8441274589	0.3448348007
1102	0.8440124238	0.3447871052
1103	0.8437823536	0.3447428022
1104	0.8438973887	0.3446881295
1105	0.8441274589	0.3446205718
1106	0.8441274589	0.3445343422
1107	0.844357529	0.3444487116
1108	0.844242494	0.34437275
1109	0.844242494	0.3443262481
1110	0.844242494	0.3442731121
1111	0.8441274589	0.3442096013
1112	0.8441274589	0.3441652528
1113	0.8440124238	0.3440866527
1114	0.8441274589	0.3440402448
1115	0.844242494	0.3439638566
1116	0.844242494	0.3438815209
1117	0.8440124238	0.3437895
1118	0.8441274589	0.3437300132
1119	0.8440124238	0.3436758176
1120	0.8440124238	0.343625714
1121	0.8441274589	0.3435568951
1122	0.8447026343	0.3434884199
1123	0.8447026343	0.3434246622
1124	0.8447026343	0.343371588
1125	0.8448176694	0.3432691264
1126	0.8447026343	0.3431984369
1127	0.8449327045	0.3431463037
1128	0.8450477396	0.3430882803
1129	0.8450477396	0.3430402064
1130	0.8448176694	0.3429620477
1131	0.8451627746	0.3429251826
1132	0.8452778097	0.3428450538
1133	0.8452778097	0.3427671695
1134	0.8453928448	0.3426541924
1135	0.8453928448	0.3426020267
1136	0.8453928448	0.3425305079
1137	0.845622915	0.3424323655
1138	0.8458529852	0.342345418
1139	0.8458529852	0.3422690038
1140	0.8463131255	0.3421662793
1141	0.8464281606	0.3420899184
1142	0.8463131255	0.3420541265
1143	0.8461980904	0.3420070791
1144	0.8461980904	0.3419193625
1145	0.8463131255	0.3418550699
1146	0.8464281606	0.3417795037
1147	0.8465431957	0.34171236
1148	0.8463131255	0.3416290681
1149	0.8464281606	0.3415429082
1150	0.8465431957	0.3414466161
1151	0.8468883009	0.3413939308
1152	0.8468883009	0.3413303534
1153	0.8468883009	0.3412666496
1154	0.847003336	0.3411715868
1155	0.847003336	0.3411221804
1156	0.847003336	0.3410631479
1157	0.847003336	0.3409791698
1158	0.847003336	0.3409157354
1159	0.847003336	0.3408539655
1160	0.847003336	0.3407912582
1161	0.8468883009	0.340722368
1162	0.847003336	0.3406476941
1163	0.8473484413	0.3405576956
1164	0.8473484413	0.3404876702
1165	0.8471183711	0.34039673
1166	0.8468883009	0.3403203045
1167	0.8467732658	0.3402578727
1168	0.8467732658	0.3401921282
1169	0.8471183711	0.3401063222
1170	0.8466582308	0.3400581541
1171	0.8467732658	0.3400081596
1172	0.8466582308	0.3399350516
1173	0.8466582308	0.339869518
1174	0.8467732658	0.3398265198
1175	0.8468883009	0.3397818549
1176	0.8468883009	0.3397135338
1177	0.8471183711	0.3396080651
1178	0.8471183711	0.3395619899
1179	0.8474634764	0.3395052068
1180	0.8474634764	0.3394514198
1181	0.8475785114	0.3393808194
1182	0.8475785114	0.3393099189
1183	0.8476935465	0.3392415429
1184	0.8478085816	0.3391345855
1185	0.8478085816	0.3390706288
1186	0.8476935465	0.3390299809
1187	0.8479236167	0.3389480852
1188	0.8478085816	0.3389066067
1189	0.8478085816	0.3388516864
1190	0.8479236167	0.338765684
1191	0.848268722	0.338692732
1192	0.848268722	0.3386506945
1193	0.848268722	0.3386104672
1194	0.848268722	0.3385664767
1195	0.8481536869	0.3384945084
1196	0.8480386518	0.3384483598
1197	0.8481536869	0.3383993598
1198	0.8480386518	0.3383169658
1199	0.8479236167	0.3382738527
1200	0.8481536869	0.3381979362
1201	0.848268722	0.3381389518
1202	0.8481536869	0.3380897978
1203	0.848268722	0.3380470571
1204	0.8486138272	0.3379830119
1205	0.848383757	0.3379227386
1206	0.8484987921	0.3378571939
1207	0.8486138272	0.337797056
1208	0.8487288623	0.3377635999
1209	0.8487288623	0.3377160947
1210	0.8488438974	0.3376382456
1211	0.8488438974	0.3375748843
1212	0.8487288623	0.3374821602
1213	0.8488438974	0.3374153392
1214	0.8486138272	0.3373635565
1215	0.8489589325	0.3372933739
1216	0.8489589325	0.3372174795
1217	0.8490739676	0.3371285854
1218	0.8490739676	0.3370685828
1219	0.8491890026	0.3369933294
1220	0.8491890026	0.3369421745
1221	0.8493040377	0.3368974703
1222	0.8493040377	0.3368359405
1223	0.8494190728	0.336784763
1224	0.8494190728	0.3367187515
1225	0.8493040377	0.3366753719
1226	0.8493040377	0.3366016857
1227	0.8493040377	0.3365456638
1228	0.849649143	0.336484593
1229	0.849649143	0.3364310758
1230	0.849649143	0.3363624212
1231	0.8497641781	0.3362795463
1232	0.8497641781	0.3362211995
1233	0.8497641781	0.3361156111
1234	0.8497641781	0.3360446041
1235	0.8498792132	0.3359969135
1236	0.8499942482	0.3359526584
1237	0.8498792132	0.3359154169
1238	0.8497641781	0.3358409551
1239	0.8501092833	0.3357655898
1240	0.8499942482	0.3357204277
1241	0.8499942482	0.3356610482
1242	0.8498792132	0.3355906731
1243	0.8498792132	0.3355537856
1244	0.8499942482	0.335483353
1245	0.8499942482	0.3354124885
1246	0.8501092833	0.3353423367
1247	0.8499942482	0.3352615036
1248	0.8499942482	0.3352241945
1249	0.8499942482	0.3351732848
1250	0.8499942482	0.3351114939
1251	0.8501092833	0.3350618275
1252	0.8499942482	0.3349961723
1253	0.8501092833	0.3349559599
1254	0.8499942482	0.3348995768
1255	0.8499942482	0.3348158126
1256	0.8501092833	0.3347435851
1257	0.8501092833	0.3346512194
1258	0.8503393535	0.3346024721
1259	0.8504543886	0.3345341048
1260	0.8503393535	0.3344787626
1261	0.8504543886	0.3344411807
1262	0.8506844588	0.3343829805
1263	0.8506844588	0.3343233218
1264	0.8506844588	0.3342634783
1265	0.8506844588	0.3342279224
1266	0.8506844588	0.3341539631
1267	0.8507994938	0.3340914731
1268	0.8506844588	0.3340350246
1269	0.8509145289	0.3339632503
1270	0.8509145289	0.333896508
1271	0.8509145289	0.3338250784
1272	0.851029564	0.3337786948
1273	0.8511445991	0.3337208463
1274	0.8511445991	0.3336287251
1275	0.8511445991	0.3335794865
1276	0.8511445991	0.3335295919
1277	0.8511445991	0.3334910351
1278	0.8511445991	0.3334368601
1279	0.8511445991	0.3333766879
1280	0.8514897044	0.3333011511
1281	0.8516047394	0.3332429627
1282	0.852409985	0.333208858
1283	0.8525250201	0.3331307521
1284	0.852409985	0.3330440118
1285	0.8520648798	0.3329814479
1286	0.8519498447	0.3328974802
1287	0.8518348096	0.3328162003
1288	0.8520648798	0.3327571367
1289	0.8518348096	0.3327075127
1290	0.8520648798	0.3326471139
1291	0.8521799149	0.3325776824
1292	0.8520648798	0.3325127036
1293	0.85229495	0.3324682805
1294	0.852409985	0.3324046215
1295	0.85229495	0.3323432488
1296	0.85229495	0.3323092056
1297	0.85229495	0.3322634867
1298	0.852409985	0.3321901177
1299	0.8526400552	0.3321234433
1300	0.8526400552	0.3320809544
1301	0.8527550903	0.3320213051
1302	0.8527550903	0.3319551182
1303	0.8528701254	0.331891791
1304	0.8527550903	0.3318310943
1305	0.8529851605	0.3317704192
1306	0.8531001956	0.3317315851
1307	0.8529851605	0.3316506608
1308	0.8529851605	0.3316235478
1309	0.8528701254	0.3315903759
1310	0.8529851605	0.3315583353
1311	0.8528701254	0.3315094179
1312	0.8527550903	0.331444666
1313	0.8525250201	0.3313974327
1314	0.8526400552	0.3313578801
1315	0.8527550903	0.3313143829
1316	0.8529851605	0.3312473047
1317	0.8529851605	0.3311791705
1318	0.8531001956	0.3311378248
1319	0.8531001956	0.3310728043
1320	0.8529851605	0.330989813
1321	0.8531001956	0.3309491026
1322	0.8531001956	0.3309046496
1323	0.8533302657	0.3308496174
1324	0.8533302657	0.3308116455
1325	0.8533302657	0.3307731646
1326	0.8533302657	0.3307366843
1327	0.8532152306	0.3306877923
1328	0.8532152306	0.3306299838
1329	0.8532152306	0.3305740395
1330	0.8532152306	0.3304998857
1331	0.8533302657	0.3304507705
1332	0.8532152306	0.3304179353
1333	0.8533302657	0.3303474995
1334	0.8534453008	0.3302953408
1335	0.8534453008	0.3302391444
1336	0.8534453008	0.3302079056
1337	0.8537904061	0.3301589827
1338	0.8535603359	0.3301041599
1339	0.8535603359	0.3300653851
1340	0.8535603359	0.3299693025
1341	0.8537904061	0.3298859534
1342	0.8535603359	0.3298490054
1343	0.8537904061	0.3297906314
1344	0.8539054412	0.3297324661
1345	0.8540204762	0.329673559
1346	0.8539054412	0.3296412665
1347	0.8540204762	0.3295974757
1348	0.8542505464	0.3295528887
1349	0.8540204762	0.3294673067
1350	0.8540204762	0.3294033442
1351	0.8540204762	0.3293712223
